juris_id,ecozone,canfi_species,genus,species,variety,a,b,volm,count,rmse
AB,10,500,PSEU,SPP,,0.7389661523,0.9152583915,477.87548132000001,9,13.600887379
AB,10,600,LARI,SPP,,0.5895473900,0.9550140168,199.53544905999999,26,1.0667683034
AB,10,602,LARI,LAR,,0.5895473900,0.9550140168,199.53544905999999,26,1.0667683034
AB,10,604,LARI,LYA,,0.5895473900,0.9550140168,199.53544905999999,26,1.0667683034
AB,10,1150,UNKN,SPP,,0.6155922590,0.9400894447,648.11789773999999,1113,6.8616032087000001
AB,10,1200,POPU,SPP,,0.5081216409,0.9724404427,802.89670489000002,247,2.9715351776999999
AB,10,1201,POPU,TRE,,0.5081216409,0.9724404427,802.89670489000002,247,2.9715351776999999
AB,10,1203,POPU,BAL,,0.5504656975,0.9447731151,504.07910798,36,3.7459103419000002
AB,10,1203,POPU,BAL,BAL,0.5504656975,0.9447731151,504.07910798,36,3.7459103419000002
AB,10,1204,POPU,TRI,,0.5504656975,0.9447731151,504.07910798,36,3.7459103419000002
AB,10,1205,POPU,DEL,,0.5504656975,0.9447731151,504.07910798,36,3.7459103419000002
AB,10,1205,POPU,DEL,DEL,0.5504656975,0.9447731151,504.07910798,36,3.7459103419000002
AB,10,1214,POPU,AGU,,0.5504656975,0.9447731151,504.07910798,36,3.7459103419000002
AB,10,1303,BETU,PAP,,0.7431254378,0.9229018437,217.08427506999999,4,2.9435375583000001
AB,10,1303,BETU,PAP,PAP,0.7431254378,0.9229018437,217.08427506999999,4,2.9435375583000001
AB,10,1404,ACER,NEG,,1.0534056907,0.8798041802,509.08999999999997,5790,11.017067108999999
AB,10,1550,GENH,SPP,,0.7431254378,0.9229018437,217.08427506999999,4,2.9435375583000001
AB,10,3500,SALI,SPP,,1.5118816767,0.8096994534,496.33000000999999,1479,12.632492979
AB,10,3508,SALI,DIS,,1.5118816767,0.8096994534,496.33000000999999,1479,12.632492979
AB,14,100,PICE,SPP,,0.9306632824,0.8489509442,588.99654381000005,11,5.1111626340000003
AB,14,101,PICE,MAR,,0.5810778741,0.9600529769,392.98012476000002,81,2.1295139966000001
AB,14,104,PICE,ENG,,0.9306632824,0.8489509442,588.99654381000005,11,5.1111626340000003
AB,14,104,PICE,ENG,GLA,0.9306632824,0.8489509442,588.99654381000005,11,5.1111626340000003
AB,14,105,PICE,GLA,,0.9306632824,0.8489509442,588.99654381000005,11,5.1111626340000003
AB,14,109,PICE,SPP,,0.9306632824,0.8489509442,588.99654381000005,11,5.1111626340000003
AB,14,200,PINU,SPP,,0.5947627381,0.9409838336,370.54150113999998,46,4.4163557978999997
AB,14,201,PINU,MON,,0.6256310195,0.9405395234,1504.6814376,105,9.4551966321999998
AB,14,203,PINU,BAN,,0.5947627381,0.9409838336,370.54150113999998,46,4.4163557978999997
AB,14,204,PINU,CON,,0.5947627381,0.9409838336,370.54150113999998,46,4.4163557978999997
AB,14,204,PINU,CON,LAT,0.5947627381,0.9409838336,370.54150113999998,46,4.4163557978999997
AB,14,206,PINU,ALB,,0.5947627381,0.9409838336,370.54150113999998,46,4.4163557978999997
AB,14,213,PINU,FLE,,0.5947627381,0.9409838336,370.54150113999998,46,4.4163557978999997
AB,14,216,PINU,MUR,,0.5947627381,0.9409838336,370.54150113999998,46,4.4163557978999997
AB,14,217,PINU,ALB,FLE,0.5947627381,0.9409838336,370.54150113999998,46,4.4163557978999997
AB,14,300,ABIE,SPP,,0.3926970989,0.9971157398,423.80330269000001,38,5.1089021160000003
AB,14,302,ABIE,BAL,,0.3926970989,0.9971157398,423.80330269000001,38,5.1089021160000003
AB,14,304,ABIE,LAS,,0.3926970989,0.9971157398,423.80330269000001,38,5.1089021160000003
AB,14,306,ABIE,MIX,,0.3926970989,0.9971157398,423.80330269000001,38,5.1089021160000003
AB,14,402,TSUG,HET,,0.4612696126,0.9878399145,2781.2295939000001,1950,19.893648473999999
AB,14,500,PSEU,MEN,,0.7389661523,0.9152583915,477.87548132000001,9,13.600887379
AB,14,500,PSEU,MEN,MEN,0.7389661523,0.9152583915,477.87548132000001,9,13.600887379
AB,14,500,PSEU,MEN,GLA,0.7389661523,0.9152583915,477.87548132000001,9,13.600887379
AB,14,500,PSEU,SPP,,0.7389661523,0.9152583915,477.87548132000001,9,13.600887379
AB,14,600,LARI,SPP,,0.5895473900,0.9550140168,199.53544905999999,26,1.0667683034
AB,14,602,LARI,LAR,,0.5895473900,0.9550140168,199.53544905999999,26,1.0667683034
AB,14,603,LARI,OCC,,0.7514377801,0.9119291308,795.06432588999996,633,6.5472419321000004
AB,14,604,LARI,LYA,,0.5895473900,0.9550140168,199.53544905999999,26,1.0667683034
AB,14,702,THUJ,PLI,,0.7853899398,0.8932371295,5154.3458715999996,1904,41.199766269999998
AB,14,1150,UNKN,SPP,,0.7720302800,0.8928110853,588.99654381000005,63,8.7618114289999998
AB,14,1200,POPU,SPP,,0.2295551448,1.1039635523,343.34153687999998,9,10.29664219
AB,14,1201,POPU,TRE,,0.2295551448,1.1039635523,343.34153687999998,9,10.29664219
AB,14,1203,POPU,BAL,,0.5504656975,0.9447731151,504.07910798,36,3.7459103419000002
AB,14,1203,POPU,BAL,BAL,0.5504656975,0.9447731151,504.07910798,36,3.7459103419000002
AB,14,1204,POPU,TRI,,0.5504656975,0.9447731151,504.07910798,36,3.7459103419000002
AB,14,1205,POPU,DEL,,0.5504656975,0.9447731151,504.07910798,36,3.7459103419000002
AB,14,1205,POPU,DEL,DEL,0.5504656975,0.9447731151,504.07910798,36,3.7459103419000002
AB,14,1214,POPU,AGU,,0.5504656975,0.9447731151,504.07910798,36,3.7459103419000002
AB,14,1303,BETU,PAP,,0.7431254378,0.9229018437,217.08427506999999,4,2.9435375583000001
AB,14,1303,BETU,PAP,PAP,0.7431254378,0.9229018437,217.08427506999999,4,2.9435375583000001
AB,14,1404,ACER,NEG,,0.7431254378,0.9229018437,217.08427506999999,4,2.9435375583000001
AB,14,1550,GENH,SPP,,0.7431254378,0.9229018437,217.08427506999999,4,2.9435375583000001
AB,14,3500,SALI,SPP,,0.8494557916,0.9064002536,187.50573097,7,10.561605889999999
BC,4,100,PICE,SPP,,0.8776296948,0.8557170242,762.59457018000001,743,7.4619660132999996
BC,4,101,PICE,MAR,,0.6464217552,0.9404152073,257.35412127000001,49,3.7640302453999999
BC,4,104,PICE,ENG,,0.8776296948,0.8557170242,762.59457018000001,743,7.4619660132999996
BC,4,104,PICE,ENG,GLA,0.8776296948,0.8557170242,762.59457018000001,743,7.4619660132999996
BC,4,105,PICE,GLA,,0.8776296948,0.8557170242,762.59457018000001,743,7.4619660132999996
BC,4,111,PICE,LUT,X,0.8776296948,0.8557170242,762.59457018000001,743,7.4619660132999996
BC,4,111,PICE,LUT,,0.8776296948,0.8557170242,762.59457018000001,743,7.4619660132999996
BC,4,200,PINU,SPP,,1.1152447336,0.8416905474,568.79515544000003,165,5.3079718868999999
BC,4,203,PINU,BAN,,1.1152447336,0.8416905474,568.79515544000003,165,5.3079718868999999
BC,4,204,PINU,CON,,1.1152447336,0.8416905474,568.79515544000003,165,5.3079718868999999
BC,4,204,PINU,CON,LAT,1.1152447336,0.8416905474,568.79515544000003,165,5.3079718868999999
BC,4,206,PINU,ALB,,0.7547922756,0.8908998489,529.17971885999998,107,4.543292149
BC,4,208,PINU,PON,,0.6517911972,0.9443979668,831.22503028000006,273,4.6881197526999996
BC,4,213,PINU,FLE,,0.7547922756,0.8908998489,529.17971885999998,107,4.543292149
BC,4,300,ABIE,SPP,,0.6212360001,0.9274533210,266.25940420000001,12,7.7782060187999997
BC,4,301,ABIE,AMA,,0.6212360001,0.9274533210,266.25940420000001,12,7.7782060187999997
BC,4,302,ABIE,BAL,,0.6212360001,0.9274533210,266.25940420000001,12,7.7782060187999997
BC,4,304,ABIE,LAS,,0.6212360001,0.9274533210,266.25940420000001,12,7.7782060187999997
BC,4,308,ABIE,BIF,,0.6212360001,0.9274533210,266.25940420000001,12,7.7782060187999997
BC,4,400,TSUG,SPP,,0.4661424132,0.9851724247,1390.6147969000001,1952,10.732122853
BC,4,402,TSUG,HET,,0.4661424132,0.9851724247,1390.6147969000001,1952,10.732122853
BC,4,403,TSUG,MER,,0.4661424132,0.9851724247,1390.6147969000001,1952,10.732122853
BC,4,404,TSUG,MER,HET,0.4661424132,0.9851724247,1390.6147969000001,1952,10.732122853
BC,4,500,PSEU,MEN,,0.6149554653,0.9444568081,1855.6885895,7492,7.9877749573000001
BC,4,500,PSEU,MEN,MEN,0.6149554653,0.9444568081,1855.6885895,7492,7.9877749573000001
BC,4,500,PSEU,MEN,GLA,0.6149554653,0.9444568081,1855.6885895,7492,7.9877749573000001
BC,4,500,PSEU,SPP,,0.6149554653,0.9444568081,1855.6885895,7492,7.9877749573000001
BC,4,600,LARI,SPP,,0.7389405759,0.8990368180,72.272418579999993,15,0.62014325100000001
BC,4,602,LARI,LAR,,0.7389405759,0.8990368180,72.272418579999993,15,0.62014325100000001
BC,4,603,LARI,OCC,,0.7389405759,0.8990368180,72.272418579999993,15,0.62014325100000001
BC,4,604,LARI,LYA,,0.7389405759,0.8990368180,72.272418579999993,15,0.62014325100000001
BC,4,700,THUJ,SPP,,0.7017626763,0.9011009862,2571.7093279000001,1904,19.961870962999999
BC,4,702,THUJ,PLI,,0.7017626763,0.9011009862,2571.7093279000001,1904,19.961870962999999
BC,4,901,TAXU,BRE,,0.7017626763,0.9011009862,2571.7093279000001,1904,19.961870962999999
BC,4,1100,GENC,SPP,,0.8776296948,0.8557170242,762.59457018000001,743,7.4619660132999996
BC,4,1200,POPU,SPP,,1.0416680389,0.8454323819,804.52699911000002,412,5.7471348052
BC,4,1201,POPU,TRE,,1.0416680389,0.8454323819,804.52699911000002,412,5.7471348052
BC,4,1203,POPU,BAL,,1.0715732086,0.8316357532,1054.2821664999999,147,7.6402250549000001
BC,4,1203,POPU,BAL,BAL,1.0715732086,0.8316357532,1054.2821664999999,147,7.6402250549000001
BC,4,1204,POPU,TRI,,1.0715732086,0.8316357532,1054.2821664999999,147,7.6402250549000001
BC,4,1300,BETU,SPP,,1.4789999966,0.8220785171,454.14807021000001,103,9.9886867048999992
BC,4,1303,BETU,PAP,,1.4789999966,0.8220785171,454.14807021000001,103,9.9886867048999992
BC,4,1303,BETU,PAP,PAP,1.4789999966,0.8220785171,454.14807021000001,103,9.9886867048999992
BC,4,1305,BETU,ALA,,1.4789999966,0.8220785171,454.14807021000001,103,9.9886867048999992
BC,4,1305,BETU,NEO,,1.4789999966,0.8220785171,454.14807021000001,103,9.9886867048999992
BC,4,1308,BETU,PAP,NEO,1.4789999966,0.8220785171,454.14807021000001,103,9.9886867048999992
BC,4,1314,BETU,OCC,,1.4789999966,0.8220785171,454.14807021000001,103,9.9886867048999992
BC,4,1400,ACER,SPP,,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,4,1403,ACER,MAC,,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,4,1420,ACER,CIR,,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,4,1500,GENH,SPP,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,4,1800,ALNU,SPP,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,4,1802,ALNU,RUB,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,4,2100,QUER,SPP,,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,4,2803,PRUN,EMA,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,4,3930,MALU,COR,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,4,3930,MALU,FUS,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,4,3930,MALU,SPP,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,9,100,PICE,SPP,,0.5362757473,0.9568454140,398.34442386000001,10,1.3980688319000001
BC,9,101,PICE,MAR,,0.5304209791,0.9761058492,402.45365206000002,16,2.2313315507999998
BC,9,104,PICE,ENG,GLA,0.6755711703,0.9145318106,762.47661989000005,533,5.4799412072999996
BC,9,104,PICE,ENG,,0.6755711703,0.9145318106,762.47661989000005,533,5.4799412072999996
BC,9,105,PICE,GLA,,0.6755711703,0.9145318106,762.47661989000005,533,5.4799412072999996
BC,9,106,PICE,SIT,,0.6755711703,0.9145318106,762.47661989000005,533,5.4799412072999996
BC,9,106,PICE,SIT,X,0.6755711703,0.9145318106,762.47661989000005,533,5.4799412072999996
BC,9,111,PICE,LUT,X,0.6755711703,0.9145318106,762.47661989000005,533,5.4799412072999996
BC,9,111,PICE,LUT,,0.6755711703,0.9145318106,762.47661989000005,533,5.4799412072999996
BC,9,200,PINU,SPP,,0.8734178488,0.8858435276,602.98422591999997,409,5.3517145971
BC,9,203,PINU,BAN,,0.8734178488,0.8858435276,602.98422591999997,409,5.3517145971
BC,9,204,PINU,CON,,0.8734178488,0.8858435276,602.98422591999997,409,5.3517145971
BC,9,204,PINU,CON,LAT,0.8734178488,0.8858435276,602.98422591999997,409,5.3517145971
BC,9,206,PINU,ALB,,0.7547922756,0.8908998489,529.17971885999998,107,4.543292149
BC,9,208,PINU,PON,,0.6517911972,0.9443979668,831.22503028000006,273,4.6881197526999996
BC,9,213,PINU,FLE,,0.7547922756,0.8908998489,529.17971885999998,107,4.543292149
BC,9,300,ABIE,SPP,,0.6212360001,0.9274533210,266.25940420000001,12,7.7782060187999997
BC,9,301,ABIE,AMA,,0.6212360001,0.9274533210,266.25940420000001,12,7.7782060187999997
BC,9,302,ABIE,BAL,,0.6212360001,0.9274533210,266.25940420000001,12,7.7782060187999997
BC,9,304,ABIE,LAS,,0.6212360001,0.9274533210,266.25940420000001,12,7.7782060187999997
BC,9,308,ABIE,BIF,,0.6212360001,0.9274533210,266.25940420000001,12,7.7782060187999997
